,Sender,Recipient,Date,Sender Location,Recipient Location,Archive,Rauner Item ID,Published,Copyright Holder,Comments
949,"Jonas, Ludwig","Rosenzweig, Franz",,o.O.,,Kassel,,,,"Dat ÜbergL (C2): 1919. Zeichnung, sitzend, lesend von L. Jonas; Logo IRG;"
950,"Jonas, Ludwig","Rosenzweig, Franz",,o.O.,,Kassel,,,,"Dat ÜbergL (C2): 1919. Zeichnung, sitzend, dozierend von L. Jonas"
951,,,,o.O.,,Kassel,,,,"Dat. ÜbergL (C3) 1905; FR als Schüler, Abiturient"
952,,,,o.O.,,Kassel,,,,"[C4,1-8 diverse Photos auch Doppel 1918 - 1922"
953,,,,o.O.,,Kassel,,,,"[C4,1-8 diverse Photos auch Doppel 1918 - 1922"
954,,,,o.O.,,Kassel,,,,"[C4,1-8 diverse Photos auch Doppel 1918 - 1922"
955,,,,o.O.,,Kassel,,,,"[C4,1-8 diverse Photos auch Doppel 1918 - 1922"
956,,,,o.O.,,Kassel,,,,"Dat hdf auf RückS 1918. aber Doppel C4,7: 1922"
957,,,,o.O.,,Kassel,,,,"[C,1-8 diverse Photos auch Doppel 1918 - 1922"
958,,,,o.O.,,Kassel,,,,"[C,1-8 diverse Photos auch Doppel 1918 - 1922"
959,,,,o.O.,,Kassel,,,,"[C,1-8 diverse Photos auch Doppel 1918 - 1922"
960,,,,o.O.,,Kassel,,,,"[1928], FR im Krankenzimmer; s. Vermerk auf der Vergrößerung"
961,,,,,,Kassel,,,,"Vergrößerung von [C5,1;Dat.Rücks.: 1928"
962,,,,,,Kassel,,,,Totenmaske
963,,,,,,Kassel,,,,Totenmaske
964,,,,,,Kassel,,,,Totenmaske
965,"Rosenzweig,  Franz","Oppenheim,  Gertrud",,Frankfurt,,Kassel,,,,Dat ÜbergL 1922-Anfang? Stern erschien 1921; Schrift auch besser als [C17
966,"Rosenzweig,  Franz","Oppenheim,  Gertrud",,,,Kassel,,,,"Dat ÜbergL (vgl C18?).; Frage nach Sendung ""Stern"" an Trudchen vom Verleger"
967,"Rosenzweig, Franz","Oppenheim, Gertrud",,Frankfurt,,Kassel,,,,"Dat: in [B3 RückS Jahreszahl, zittrig; s. auch GS; vom Opfer u. zu Rudolf Hallo"
968,"Rosenzweig,  Franz","Oppenheim,  Gertrud",,Königsstein i. Ts,,Kassel,,,,Dat ÜbergL u. hdf Vermerk; zu Edith u Wahrheit; zu Buber; zur 2. Aufl. d. Stern
969,"Rosenzweig, Edith u.a.","Oppenheim, Gertrud",,Kassel,,Kassel,,,,Ort/Empf: Karte; eine Verabredung: Edith und Gertrud Hallo mit GO
970,"Rosenzweig,  Franz","Oppenheim, Gertrud",,Frankfurt,,Kassel,,,,wg. Besuchs in FfM; Schrift z. Zt. Anfang der Krankheit
971,"Rosenzweig,  Franz","Oppenheim, Gertrud",,Frankfurt,,Kassel,,,,Schrift wie im Anfg in Ffm; Adresse von Edith;viel Arbeit für Lehrhaus
972,"Rosenzweig, Franz","Rosenzweig, Rafael",,Frankfurt,,Kassel,,,,"Erzählg für Rafael von der Reinhard'schen Grundschule; s. [A25,1, S.IV f"
973,"Rosenzweig, Edith  (?)","Rosenzweig, Rafael",,,,Kassel,,,,"wie [C72,1 zur Smlg von Brfen für Nachlass; zu Mutter  vgl. GO in [A27 u Schrift"
974,"Tuteur, Dr. R.","Rosenzweig, FR betr.",,,,Kassel,,,,"Autor/Dat ÜbergL; Bericht ü Krankht, Entwicklg u. ihre Bedeutung für alle!"
975,"Rosenzweig, Adele","Rosenzweig,  Franz",,Kassel Aug.-22. Dez,,Kassel,,,,Erinnerungen an Franz als Kind; siehe [A25; O.Gedicht in [C066;
976,"Ehrenberg, Rudolf","Rosenzweig, Adele",,o.O.,,Kassel,,,,"Gedicht: ""Ich habe meinen großen Freund verloren ... """
977,???,,,o.O.,,Kassel,,,,eine Erinnerung zum Verh. FR zu Dr. Joseph Prager - Beginn deren Gespräche
978,"Cohen, Hermann","Rosenzweig, Adele",,Berlin,,Kassel,,,,"[C90,3u4 Danksagung für Gastfreundschaft in Kassel"
979,"Cohen, Hermann","Rosenzweig, Adele",,Berlin,,Kassel,,,,"[C90,3u4 Danksagung für Gastfreundschaft in Kassel"
980,"Cohen, Martha","Rosenzweig, Adele",,Berlin,,Kassel,,,,Dank für Kondolenz: H. Cohen gest. 04. 04. 1918;
981,"Simon, Ernst","Rosenzweig, FR betr",,Berlin,,Kassel,,,,"Zeitschrift ""Zion""; II.Jgg Januar 1930 Nr.1,S. 5ff; Nachruf von Ernst Simon"
982,"Rosenzweig, Franz",,,"""im Felde""",,Kassel,,,,"""Realpolitik""; Autor:""Adam Bund""; Pseudonym FR"
983,"Rosenzweig, Franz",,,"""im Felde""",,Kassel,,,,"""Nordwest und Südost""; Autor: ""Macedonius""; Pseudonym FR; GSI,1,Nr487"
984,N. N.,,,USA,,Kassel,,,,Dat.Listen Gritli-Briefe mit Siglen zu Inhalt. Autor? Dokumentation der Abschriften
985,"Rosenstock-H., Margrit","Rosenzweig,  Adele",,,,Kassel,,,,Gritli schreibt Adele nach Franz' Verlobung: Alles ist gut.
986,"Rosenzweig, Franz",,,,,Kassel,,,,(erste?) Sternskizze auf Rückseite eines großen BrfUmschlags; Handschr: Franz
987,"Rosenzweig, Franz u Ed.","Rosenstock-H., Eu. u Mar.",,bis 1929-00-00,,Kassel,,teilw.teilw.,,"Kop. der E. Rosenstock-H.Ges., 36.Bl.; 21 Brfe 1919-1929; teilw. in GB u GS"
988,"Rosenzweig, Franz",,,,,Kassel,,,,"Bl.2,4,6: Entwurf Gliederung Stern; Bl.1,3,5: Spiegelbild (Tintenblatt) auf ms Hegel"
989,"Rosenzweig,  Franz","Rosenstock-H.,  Margrit",,"Kassel, Terrasse 1",,Kassel,,,,"Dat:GB, 2 Brfe S. 65; Notiz auf K hdf abw.;1918 wahrschl:Tod Cohen April 1918;"
990,"Rosenzweig,  Franz","Rosenstock-H, Eugen",,,,Kassel,,,,Kopie beginnt bei GB S. 461 Zeile 7
991,"Rosenzweig,  Franz","Rosenstock-H ., Eugen",,"Brf ohne Dat, s.GB",,Kassel,,,,"zum ""Klappentext"" in einer Veröffentlichung; zum Verlag f Stern; auf Hegel-ms"
992,"Rosenzweig, Franz","Rosenstock-H ., Eugen",,"Kassel, Dat s. GB",,Kassel,,,,aus der Murhardbib. Kassel; will Aufsätze von Cohen besorgen
993,"Rosenzweig,  Franz","Rosenstock-H.,  Eugen",,Jahr hdf,,Kassel,,,,"""Der Schluss ist schlecht ..."" zu einem Werk von Eugen"
994,"Rosenzweig,  Franz","Rosenstock-H.,  Eugen",,o.Dat..Mon/Jahr GB,,Kassel,,,,zur Beziehung Eugen - Franz seit 1913; dazu auch GB S. 528
995,"Rosenzweig, Franz","Rosenstock-H.,  Eugen",,Dat.?,,Kassel,,,,inc:ich vergaß...das Bonifatiusheft;Freiheit;Erneuerung;Wiedergeburt;schlechte K
996,"Rosenzweig,  Franz","Rosenstock-H.,  Eugen",,Dat. In GB,,Kassel,,,,"zu den ""Letzten""!"
997,"Rosenzweig,  Franz","Rosenstock-H.,  Eugen",,Dat. In GB,,Kassel,,,,"""Also schon wieder eine 'Epoche'."""
998,"Rosenzweig,  Franz","Hahn,  Ilse",,Frankfurt,,Kassel,,,,"Dat Jahr: ""..das Probeseminar fängt schon Anfang Oktober an..."" Edith in Kur"
999,N. N.,"Rosenzweig, FR betr",,Frankreich,,Kassel,,,,"Französ. Rezension ""Im Anfang"" in: Suppl. de la Revue Métaphysique ..."
1000,"Staerk, W.","Rosenzweig, FR betr",,Jena,,Kassel,,,,"Rezension ""Im Anfang"" in: Theologische Blätter"
1001,"Paquet, Alfons","Rosenzweig, FR betr",,,,Kassel,,,,"Rezension ""Im Anfang"" in: Neue Wege, Bl. für religiöse Arbeit, Heft 10"
1002,N. N.,"Rosenzweig, FR betr",,,,Kassel,,,,"Rezension der Übersetzung der Hymnen Halevis; in: Morgen, Jg 1925,I; Fragment"
1003,"H., F.","Buber, Martin betr.",,,,Kassel,,,,"Rezension Bibelübersetzung, Fragment;"
1004,"Goitein, Fritz","Rosenzweig, FR betr",,Haifa,,Kassel,,,,"zur Übersetzung von Jehuda Halevi in: Der Jude, Jg 1924, Heft 12"
1005,"Münzer, Kurt","Rosenzweig, FR betr",,Stuttgart,,Kassel,,,,"Kurze Rezension von ""Namen"" in: Die Literatur"
1006,"Rosenzweig, Franz",,,,,Kassel,,,,Liste der Anschaffungen Bücher u. Noten Febr.1916 - Aug. 1918
1007,"Rosenzweig, Franz",???,,,,Kassel,,,,"Fragment; zu Fragen der Veröffentlichenung v. ""Kleine (jüdische?) Schriften"""
1008,Ak.f.d.Wiss.d. Jd.tums,,,Berlin; (Haus L. Landau),,Kassel,,,,Bericht zur Gründung der Akademie; Geplante Satzung-vertraulich; vgl.[E36
1009,"Rosenzweig,  Franz","Rosenzweig, Adele",,,,Kassel,,,,"zu geplantem Vortrag über Cohen in Mannheim.Vgl. GS III, S.225-227; GB S.777"
1010,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,Dat GS; zu Art und Qualität von Gedanken einer Arbeit über Hegels GeschPhil
1011,"Rosenzweig,  Franz","Ehrenberg,  Julie",,,,Kassel,,,,Dat:  Herzfeld S.10: Reitunfall führte zur Befreig;Schong v. T. Julie?Tod.tg Ehem.?
1012,"Rosenzweig, Franz","Markowicz, Ernst",,"FfM, Schumannstr 10",,Kassel,,,,"Dat nachgetragen; ""Was ist der junge Jacob aus Dortmund ... für ein Mensch? ..."""
1013,"Rosenzweig, Franz","Ehrenberg, Victor",,,,Kassel,,,,"Abs.ms; Brfe an Victor Ehrenberg Juli 1903-Dez 1913; 1913-12-02: GS I,1 Nr 201.."
1014,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,,,Kassel,,,,"Dat: FR dankt a.E. f. Ebr.10,15 als ""Hochzeitsgeschk""; RückS: Korr in Bch Hans E's"
1015,"Rosenzweig, Franz","Markowicz, Ernst",,,,Kassel,,,,"Dat GS;  Abs.ms, 'für Edith R.-Scheinmann 1. 12. 1954; Orig. in [F27!"
1016,"Rosenzweig, Franz u.a.","Stahl, Rudolf u.a.",,,,Kassel,,,,"Dat GS; zu Struktur / Organisation Lehrhaus U: FR.ms, Buber, Koch, Strauß"
1017,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,Dat hdf auf Brf; zum Lehrhaus
1018,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,Dat hdf auf Brf; zu E. Strauß / E. Simon - Spannungen;
1019,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,Dat hdf auf Brf; zum Lehrhaus - Darstellung der Geschichte d. Judentums
1020,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,Dat hdf auf Brf; Schreibübungen auf der neuen Schreibmasch.; erster Brief damit;
1021,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,"Dat hdf auf Brf; Bermerkungen zu Vorlesungen, die E. Simon gehalten hat"
1022,"Rosenzweig, Franz","Markowicz, Ernst",,,,Kassel,,,,"Dat GS; ""ich bin übrigens krank""; zu Bibelverstehen; Abs.ms in [F13"
1023,"Rosenzweig,  Franz","Rosenzweig, Adele",,,,Kassel,,,,"Dat hdf auf Brf; zum Tod von Rabbiner Nehemia A. Nobel,  24. 01. 1922"
1024,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,"Dat GS: Sommer 1922; ""Gleich nach Hawdala"" auf Brf hebr.; zum Progr Lehrhaus"
1025,"Rosenzweig, Franz","Simon, Ernst",,,,Kassel,,,,"Dat GS;""halber Mensch"" u. ""ganzer Mensch""; zur wahrhaftigen Selbsteinschätzg"
1026,"Rosenzweig, Franz","Kahn, Mawrik",,,,Kassel,,,,"Dat GS, ""undatiert, etwa Herbst 1919""; zum Umgang mit Vergangenem"
1027,"Rosenzweig,  Franz u. Ed.","Simon, Ernst",,,,Kassel,,,,Brf.hdf:Edith; Empf:GS;zu Cohens Liberalismus;Edith lädt zu Chanukkafeier;Fragm?
1028,"Rosenzweig, Franz","Prager, Josef",,,,Kassel,,,,"Dat:nach Nobels Tod; Rabb. Nobel, gest. 24. 01. 1922 Ffm; Bl 4-6 Zitat Brf Hallo"
1029,"Rosenzweig, Franz","Buber, Martin",,,,Kassel,,,,"Fragm; Dat, Abs, Empf: GS; Zorn wg Bespr. ""im Anfang"" in Frkf Zeitung: L-M-I-A"
1030,"Rosenzweig,  Franz","Rosenzweig, Adele",,Mannheim Wartesaal,,Kassel,,,,"Empf: ""Mutter""; Dat hdf:""Frühjahr 1921""; zu Adeles Fortleben als Witwe"
1031,"Oppenheim, Gertrud","Rosenzweig, Rafael",,,,Kassel,,,,"Absd: Schrft GO: [A27; Adr: ""Vater""=FR [A27; üb Fam Löb; Fragm.-6 Bl.;Dat geschl."
1032,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,,,Kassel,,,,Dat hdf auf Brief; zur Bedeutung von “auslegen” und “deuten”
1033,Rosenstock Eugen,"Rosenzweig, Franz u.a.",,,,Kassel,,,,"Signatur nachgetr.; Beitrag  Eugen zu den umlaufenden ""Predigten"" (an 'alle')"
1034,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,Frankfurt,,Kassel,,,,Dat aus Brf - zur positiven Wirkung des Rudi-Mittels; zu Rudis Theor. Biologie
1035,"Rosenzweig,  Franz","Ehrenberg,  Rudolf",,,,Kassel,,,,"Dat hdf und Brief: ""Im letzten Jahr Jude geworden.."". zur ehel. Bindung"
1036,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,o.O,,Kassel,,,,Dat? Jahr hdf auf Abs.ms;ü.Szenen; ü. mögl. Dramenstoffe; Anregg bei Herodot
1037,"Rosenzweig, Franz",xxx,,o.O.,,Kassel,,,,"Handschrift FR; ""Zur attischen und shakespearschen Tragödie"" 75 Seiten."
1038,"Seldt, Konrad","Rosenzweig, Franz",,Kassel,,Kassel,,,,"Fotografie; Aufkleber: ms:""Rosenzweig at 15 years old'; CopyR: Konrad  Seldt"
1039,"Hahn, Rosalie, geb.Levi",Salomon Wolf Levy,,Stolp,,Kassel,,,,"Rosalie, Großm. v. Edith., an ihren Vater; kommt m. Ehem. u.Kd, E.s Vater, n.Stolp"
1040,"Ehrenberg, Rudolf","Rosenzweig, Edith",,,,Kassel,,,,Gedicht von Rudolf E. für Edith R. zum Tod von FR (siehe Ehrenberg NL GÖ)
1041,"Oppenheim, Gertrud",xxx,,Johannesburg,,Kassel,,,,Autorin: Schrift wie [A27; Lebensdaten GO. und Schw. Helene bis 8. 7. 1967
1042,"Rosenzweig, Franz",,,Frankfurt,,Kassel,,,,"Lehrhaus Programm 4. Jahr, erster Lehrgang; Dat nach ""FR.. in KS"", S. 81,82"
1043,"Rosenzweig, Adam",,,,,Kassel,,,,"O. Adam,Ged.e aus Wanderzeit 50erJhre 1800.; Abs.Adele u FR.nach Tod 1908?"
1044,"Rosenzweig, Adam",,,,,Kassel,,,,"O. Adam, Gedichte aus  Wanderzeit 50erJhre 1800.;Heft; Schrift?div.vgl. [G12,1"
1045,"Rosenzweig,  Louis u.Fm","Gotthelft, Henriette,gb.Levi",,,,Kassel,,,,"Empf:Verm hdf; Louis u. Fam. Rosenzwg gratulieren ""der Großmutter"" zum Geb."
1046,"Rosenzweig, Adam","Rosenzweig, Adam",,,,Kassel,,,,"Zitat Selbstzeugnis O.A. aus K. Budde Hrsg; ""J.F.Hoff u.a. "" Frbg.1932; S. 434"
1047,"Alsberg, Henriette geb.L.","Rosenzweig, Ad.u.Gg",,Kassel,,Kassel,,,,"Überssetzg hdf von [G13,2 zur Geb. v. Franz - 'Bitte an Urgroßmutter schreiben"""
1048,"Alsberg, Henriette geb.L.","Rosenzweig, Ad. U. Gg",,Kassel,,Kassel,,,,"hdf: ""Großmutter v. Adele R.""; Vorlage von [G13,1; Text deutsch, Buchstb.hebr."
1049,Georg-Aug.-Universität,"Ehrenberg, Rudolf betr",,Göttingen,,Kassel,,,,Nachruf auf Prof. Dr. Rudolf  Ehrenberg; Würdigung des Lebenswerks
1050,"Rosenzweig, Adele","Rosenzweig, Franz",,"Kassel, Terrasse 1",,Kassel,,,,"Fragment; U.: ""Mutter""; Dat aus Herzfeld, gesichert? Siehe Einl. dort."
1051,"Rosenzweig, Franz","Oppenheim, Gertrud u.a.",,,,Kassel,,,,Zitate aus Briefen an GO u.a. ab 1905 - durchgesehen: teilw. in NL u. GS mit ....
1052,"Rosenzweig, Rafael",,,,,Kassel,,,,Tischrede zu bar mizwa? Autor:Rafael ?: Nur Mutter bedankt; Dat dann 1935/36
1053,"Rosenzweig,  Rafael","Rosenzweig, Adele",,o.O.,,Kassel,,,,"Rafael Diktat an ""Oma"", Schrift Agnes Oppenheim?"
1054,"Rosenzweig,  Rafael","Rosenzweig, Adele",,o.O,,Kassel,,,,"Rafael Dktat an ""Oma"", Schrift Edith"
1055,"Lippmann, Sohn ...",,,,,Kassel,,,,"Lippmann, Sohn des Löb Cohen, ""Diese Tefiloh gehört mir""; Ereignisse 1806-1852"
1056,"Rosenzweig, Franz",,,Frankfurt,,Kassel,,,,"Lehrhausprogramm 4. Lehrjahr, 2.Lehrgang = 8.Jan bis 8. März [1923]"
1057,,,,Freiburg,,Kassel,,,,"""Freiburger Rundbrief"" XXXI, zum 50. Todestag FR; div. Beiträge; auch zu Edith!"
1058,"Gundolf, Friedrich",,,,,Kassel,,,,"Titel:""Formen der Lüge""; ms., gez. F. Gundolf; hdf. 1910,""Blätter für die Kunst"""
1059,N. N.,N.N.,,,,Kassel,,,,Zählfehler in Kurzliste; KastenNr. hier nur Platzhalter
1060,"Rosenzweig, Franz","Ehrenberg,  Rudolf",,Kassel,,Kassel,,,,"zu d Themen in  [R51 u. 53; zu ""Predigten"", an denen alle ""mitgeschrieben"" haben"
1061,"Rosenzweig, Franz","Ehrenberg, Rudolf",,,,Kassel,,,,"ohne Dat; Absd/Empfg Schrift: Franz; Text paßt zu [R61,  betr. ""Predigten"""
1062,"Ehrenberg,  Rudolf","Rosenzweig,  Franz",,Göttingen,,Kassel,,,,"Dat: ""Sonntagabend"" hdf; wohl nach 6. 12. 20 [R70,a; zu Thiersch; zur Liebe"
1063,"Ehrenberg,  Rudolf","Rosenzweig,  Franz",,Cassel-Göttingen,,Kassel,,,,Dat. geschl. aus Brief; s. auch [R93: Adele war im März 1921 gestürzt.
1064,"Rosenzweig,  Franz","Ehrenberg, Rudolf",,Frankfurt Main,,Kassel,,,,zu Rezensionen der Werke v beiden; zum Stern.s. [R134;
1065,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",,Fragment,,Kassel,,,,hdf:Nachschr. zu [T13?;Rudi diskutiert Stern III; zu Kirche und Synagoge; Empfg?
1066,"Ehrenberg,  Rudolf","Rosenstock, E. u FR?",,Fragment,,Kassel,,,,"zu den ""Predigten""; wie die Hauptfigur heißen soll: nicht ""Else"", aber ""Ella"""
1067,"Ehrenberg, Rudolf",N. N.,,Fragment,,Kassel,,,,"hd Rudi; hdf: ""der andere Bogen ging an Franz""; Adressat: ""Sie"" ..."
1068,"Ehrenberg,  Rudolf",,,o.O,,Kassel,,,,"""Die Welt ohne Tragik"" - Text"
1069,"Ehrenberg, Rudolf",,,o.O,,Kassel,,,,"Verf. hdf; ""Wissenschaft und Leben"" - Text"
1070,"Ehrenberg, Rudolf",,,o.O,,Kassel,,,,"""Schuld"" - Text"
1071,"Ehrenberg, Rudolf",,,o.O,,Kassel,,,,"""Der Teufel""- Text"
